ID,Code,Day,Month,Year,Addressed from (Actual) ,Reg. Place written,Reg. Place written city,Reg. Place written country,"Reg. Place written, second city",Autograph or Typed,PhysDes,initialed or signed,phys descr detail,PhysDes notes,leaves,sides,Envelope,Postmark (Actual),Addressed to (Actual),Reg. recipient,Reg place sent,Reg. PlaceSent City,Reg. PlaceSent Country,Additional,Repository,Public?,Collection,Repository information,Second Repository,SECOND PUBLIC?,OwnerRights,PrimaryLang,File,Sender,PlacePrevPubl,Verified
1441,SABE 20-01-78 HEMY,20,1,78,Ussy,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"21-1-78, La Ferté-sous-Jouarre","Mr Herbert Myron, 8 Plympton St, Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1442,SABE 24-02-81 HEMY,24,2,81,,,,,,A,C,S,,,1,1,E,"24-2-81, Paris","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,AN by Herbert Myron,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,Y
1443,SABE 29-05-59 HEMY,29,5,59,Ussy/s/Marne,,Ussy-sur-Marne,France,,A,PC,I,,,1,1,,"30-5-59, La Ferté-sous-Jouarre","Mr Herbert Myron, 8 Plympton Street, Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,"""Crypte Saint-Paul."" Lower right corner: AIRMAIL.",Boston University,public,Myron Collection,,,,Beckett,French,Myron,Samuel Beckett,,
1444,SABE 29-08-68 HEMY,29,8,68,Paris,,Paris,France,,A,L,S,,,1,1,E,"29-8-68, Paris","Monsieur Herbert Myron, Hôtel Michelet-Odéon, 6 Place de L'Odéon, Paris 6ᵐᵉ",Herbert Myron,Hôtel Michelet Odéon,Paris,France,Pneumatique.,Harvard University,public,"Miscellaneous theatrical papers, 1673-1976",MS Thr 32,,,Beckett,English,Myron,Samuel Beckett,,
1445,SABE 23-5-57 JASC,23,5,57,"6 RUE DES FAVORITES, PARIS 15ME",6 Rue des Favorites,Paris,France,,A,L,S,,,1,1,,,JAKE SCHWARTZ,JAKE SCHWARTZ,"BRIGHTON, ENGLAND",,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 8.1",,,Beckett,English,SCHWARTZ,Samuel Beckett,,
1446,SABE 28-08-8? HEMY,28,8,80,,,,,,A,C,S,,,1,1,,,,Herbert Myron,,"Cambridge, MA",USA,,Harvard University,public,Theatre Collection: backlog,,,,Beckett,English,Myron,Samuel Beckett,,
1447,SABE 30-01-71 HEMY,30,1,71,Paris,,Paris,France,,A,C,S,,,1,1,E,"30-1-71, Paris","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,Pencil underscorings. AN by Herbert Myron,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1448,SABE 30-01-76 HEMY,30,1,76,Tangier,,Tangier,Morocco,,A,C,S,,,1,2,E,"?-1-76, Marocé","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1449,SABE 30-03-70 HEMY,30,3,70,Paris,,Paris,France,,A,L,S,,,1,1,E,"31-3-70, Paris","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,AN by Herbert Myron,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,Y
1450,SABE 30-03-73 HEMY,30,3,73,El Jadida,,El Jadida,Morocco,,A,PC,S,,,1,1,,"3-4-73, El Jadida","Herbert Myron, Hôtel Michelet-l'Odéon, 6 Place de L'Odéon, 75006, PARIS, FRANCE ",Herbert Myron,Hôtel Michelet Odéon,Paris,France,"""Royaume du Maroc."" Top margin: AVION.",Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1451,SABE 10-03-83 HEMY,10,3,83,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"10-3-83, Paris","Monsieur Herbert Myron, Hôtel Michelet-Odéon, 6 Place de L'Odéon, 75006 Paris ",Herbert Myron,Hôtel Michelet Odéon,Paris,France,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1452,SABE 30-11-75 HEMY,30,11,75,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"2-12-75, La Ferté-sous-Jouarre","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,Y
1453,SABE 30 [for 29]-09-62 HEMY,29,9,62,Paris,,Paris,France,,A,L,S,,,1,1,E,"29-9-62, Paris","Mr Herbert Myron, 8 Plympton Street, Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,Dating from postmark.,Boston University,public,Myron Collection,,,,Beckett,English,Myron,Samuel Beckett,,
1454,SABE 31-01-65 HEMY,31,1,65,"38 Bld. St. Jacques, 14ᵐᵉ",38 Boulevard Saint-Jacques,Paris,France,,A,C,S,,,1,1,E,"1-2-65, Paris","Monsieur Herbert Myron, Hôtel Michelet Odéon, 6 Place de L'Odéon, Paris 6ᵐᵉ",Herbert Myron,Hôtel Michelet Odéon,Paris,France,AN by Herbert Myron,Harvard University,public,"Miscellaneous theatrical papers, 1673-1976",MS Thr 32,,,Beckett,English,Myron,Samuel Beckett,,
1455,SABE 31-03-60 HEMY,31,3,60,,,,,,,Envelope,,,,,,E,"31-03-60, Paris","Mr Herbert Myron, 8 Plympton Street, Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1456,SABE 31-03-69 HEMY,31,3,69,Paris,,Paris,France,,A,PC,S,,,1,1,E,"31-3-69, Paris","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,"""Der Dom Zu Bamberg""",Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1457,SABE 31-05-61 HEMY,31,5,61,Paris,,Paris,France,,A,L,S,,,1,1,E,"31-05-61, Paris","Mr Herbert Myron, 236 Bay State Road, Boston, Mass., U.S.A.",Herbert Myron,236 Bay State Road,"Boston, MA",USA,,Boston University,public,Myron Collection,,,,Beckett,English,Myron,Samuel Beckett,,
1458,SABE 31-07-75 HEMY,31,7,75,Ussy,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,,"1-8-75, La Ferté-sous-Jouarre","Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,"""Le Marne et le Pont de la Ville.""",Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,Y
1459,SABE 31-05-61 [for 62] HEMY,31,5,62,Ussy sur Marne,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"1-6-62, La Ferté-sous-Jouarre","Monsieur Herbert Myron, 8 Plympton Street, Cambridge, Mass., U.S.A. ",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,"Dating: Lawrence Harvey left Europe for the U.S. in 1962; revision of How it Is, the first draft of which was completed in February 1962; SB's initial work on Play.",Boston University,public,Myron Collection,,,,Beckett,English,Myron,Samuel Beckett,,
1460,SABE 28-08-80 HEMY,28,8,80,,,,,,A,C,S,,,1,1,E,"28-8-80, Paris","Mr Herbert Myron, 8 Plympton St., Cambridge, Mass., U.S.A.",Herbert Myron,8 Plympton Street,"Cambridge, MA",USA,,Harvard University,public,"Samuel Beckett letters to Herbert Benjamin Myron and other papers, 1953-1985",MS Thr 1023,,,Beckett,English,Myron,Samuel Beckett,,
1462,SABE 11-01-74 RUVA,11,1,74,PARIS,,Paris,France,,A,L,S,,,1,1,E,"11/1/74, PARIS",RUDOLF VON ABELE,RUDOLF VON ABELE,"WASHINGTON. D.C., 3040 IDAHO AVENUE, NW #115",,,,RUDOLF VON ABELE,,,,,,Beckett,English,ABELE,Samuel Beckett,"Joseph the Provider Books (Santa Barbara, CA, 1990. Section 45.",
1464,SABE 20-04-81 MRAC,20,4,81,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,E,20-04-81,MR. ACHESON,MR. ACHESON,PORTORA ROYAL SCHOOL/ENNISKILLEN/CO. FERMUAUAGH/IRLANDE DU NORD,,,,GRAHAM,private,,GRAHAM?,,,Beckett,English,ACHESON,Samuel Beckett,,
1468,SABE 06-04-82 KWAD,6,4,82,PARIS,,Paris,France,,A,PC,S,,,1,1,E,6/4/82,K.W.J. ADAMS,K.W.J. ADAMS,TRINITY COLLEGE DUBLIN,,,,Trinity College Dublin,public,,,,,Beckett,English,ADAMS,Samuel Beckett,,
1469,SABE 16-02-82 KWAD,16,2,82,PARIS,,Paris,France,,A,PC,S,,,1,1,E,17-02-82,"K.W.J. ADAMS, FTCD","K.W.J. ADAMS, FTCD",TRINITY COLLEGE DUBLIN,,,,Trinity College Dublin,public,,,,,Beckett,English,ADAMS,Samuel Beckett,,
1471,SABE 09-03-61 THAD,9,3,61,"FOLKESTONE, KENT, ENGLAND",,"Folkestone, Kent",England,,A,L,S,,,1,1,,,THEODOR ADORNO,THEODOR ADORNO,,,,,ADORNO ARCHIVE,,,"ADORNO ARCHIVE, FRANKFURT",,,Beckett,English,ADORNO,Samuel Beckett,"The Letters of Samuel Beckett, Volume 3: 403-404.",
1472,SABE 15-02-69 THAD,15,2,69,"CASCAIS, PORTUGAL",,Cascais,Portugal,,A,L,S,,,1,2,,,THEODOR ADORNO,THEODOR ADORNO,Frankfurt,,,,ADORNO ARCHIVE,,,"ADORNO ARCHIV, BR 76/6",,,Beckett,English,ADORNO,Samuel Beckett,"Frankfurter Adorno Blatter III, Herausgegeben vom Theodor W. Adorno Archiv p. 59",
1473,SABE 22-09-67 THAD,22,9,67,"AKADEMIE DER KUNSTE, BERLIN",Akademie der Künste,Berlin,Germany,,A,C,S,,,1,1,,,THEODOR ADORNO,THEODOR ADORNO,,,,,ADORNO ARCHIVE,,,"ADORNO ARCHIVE, FRANKFURT",,,Beckett,French,ADORNO,Samuel Beckett,,
1474,SABE nd on or after 24-02-61 THAD,24,2,61,,,,,,A,C,S,,,1,1,,,THEODOR ADORNO,THEODOR ADORNO,,,,,ADORNO ARCHIVE,,,"ADORNO ARCHIVE, FRANKFURT",,,Beckett,English,ADORNO,Samuel Beckett,,
1476,SABE 28-07-80 AGEN,28,7,80,Paris,,Paris,France,,A,C,S,,,1,1,E,28-7-80 P,"William Cookson, Ed. Agenda","William Cookson, Ed. Agenda","5 Cranbourne Court, Albert Bridge Road",London,England,imprinted,University of Reading,public,Chatto and Windus,,,,Beckett,English,AGENDA,Samuel Beckett,,
1478,SABE 22-02-87 BEAH,22,2,87,PARIS,,Paris,France,,A,C,S,,,1,1,,,BERTIE AHERN,BERTIE AHERN,DUBLIN,,,imprinted,AHERN COLLECTION,private,,,,,Beckett,English,AHERN,Samuel Beckett,,
1480,SABE 01-10-60 EDAL,1,10,60,"6 RUE DES FAVORITES, PARIS 15ME",6 Rue des Favorites,Paris,France,,A,L,S,,,1,1,,,EDWARD ALBEE,EDWARD ALBEE,NEW YORK,,,,ALBEE,,,,,,Beckett,English,ALBEE,Samuel Beckett,"EDWARD ALBEE: A SINGULAR JOURNEY, BY MEL GUSSOW",
1481,SABE 11-06-69 EDAL,11,6,69,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,,,EDWARD ALBEE,EDWARD ALBEE,NEW YORK,,,COPY FROM GUSSOW,ALBEE,,,,,,Beckett,English,ALBEE,Samuel Beckett,,
1482,SABE 20-11-59 EDAL,20,11,59,PARIS,,Paris,France,,A,C,S,,,1,2,,,EDWARD ALBEE,EDWARD ALBEE,NEW YORK,,,,University of Texas at Austin,public,,"photocopy, TxU, Mel Gussow Collection, 22.17-23.2",,,Beckett,English,ALBEE,Samuel Beckett,"EDWARD ALBEE: A SINGULAR JOURNEY, BY MEL GUSSOW",
1483,SABE 22-04-68 EDAL,22,4,68,PARIS,,Paris,France,,A,L,S,,,1,1,,,EDWARD ALBEE,EDWARD ALBEE,NEW YORK,,,COPY FROM GUSSOW,ALBEE,,,,,,Beckett,English,ALBEE,Samuel Beckett,,
1485,SABE ?01-10-62 ALEC,14,10,62,PARIS,,Paris,France,,A,C,S,,,1,1,,,ALECHINSKY,ALECHINSKY,,,,,ALECHINSKY,private,,,,,Beckett,French,ALECHINSKY,Samuel Beckett,,
1487,SABE 11-07-87 EYAM,11,7,87,PARIS,,Paris,France,,A,C,S,,,1,1,E,11/7/87,EYAL AMIRAN,EYAL AMIRAN,THE OAKS GUEST HOUSE/SHINFIELD ROAD/READING RG6 2AE/ANGLETERRE,,,,AMIRAN,private,,,,,Beckett,English,AMIRAN,Samuel Beckett,,
1488,SABE 19-08-87 EYAM,19,8,87,,,,,,A,N,,,,2,2,,,EYAL AMIRAN,EYAL AMIRAN,"WILSON HALL 115/UNIVERSITY OF VIRGINIA/CHARLOTTESVILLE,VA/22903",,,ON EYAM 19-8-87 SABE,AMIRAN,private,,,,,Beckett,English,AMIRAN,Samuel Beckett,,
1489,SABE 28-04-87 EYAM,28,4,87,PARIS,,Paris,France,,A,C,S,,,1,1,E,28-4-?,EYAL AMIRAN,EYAL AMIRAN,"DEPT OF ENGLISH/UNIVERSITY OF VIRGINIA/CHARLOTTESVILL, VA/22903",,,IMPRINTED,AMIRAN,private,,,,,Beckett,English,AMIRAN,Samuel Beckett,,
1491,SABE 00-09-81 AVAR,0,9,81,,,,,,T,MS,,,,1,1,,,AVIGDOR ARIKHA,AVIGDOR ARIKHA,,,,FRENCH TRANSLATION,IMEC (l’Institut Mémoires de l’édition contemporaine),public,MINUIT,IMEC-Institut Mémoires de L'Edition Contemporaine MINUIT BOX 9 SB CORR 1985,,,Beckett,English,ARIKHA,Samuel Beckett,"""En Attendant Arikha,"" Le Nouvel Observateur, Paris Oct. 18-24, 1985. Pp. 102-3.",
1498,SABE 27-09-60 FEAR,27,9,60,Paris,,Paris,France,,A,L,S,draft,,1,1,,,"Monsieur Arrabal, 62 Rue Pergolèse, Paris, 16ᵐᵉ",Fernando Arrabal,62 Rue Pergolèse,Paris,France,"AL draft, 1 leaf, 1 side, on Fernando Arrabal to Sameul Beckett, 25-09-60; TLS, 1 leaf, 1 side.",Emory University,Public,"Martha Dow Fehsenfeld collection of Samuel Beckett letters, 1946-1982",MSS 1221,,,Beckett,French,ARRABAL,Samuel Beckett,,
1499,SABE 10-04-84 WAAS,10,4,84,LONDON,,London,England,,,Telegram,,,,1,1,,10-04-00?,WALTER ASMUS,WALTER ASMUS,THALIA THEATRE PABOISEN 67/ HAMBERG,,,10-04-84?,Asmus,private,,,,,Beckett,French,ASMUS,Samuel Beckett,,
1500,SABE 14-01-87 WAAS,14,1,87,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1501,SABE [06-02-82] WAAS,6,2,82,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1502,SABE 01-08-83 WAAS,1,8,83,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1503,SABE 02-03-86 WAAS,2,3,86,PARIS,,Paris,France,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,PC/PONT AU CHANGE EN 1804,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1504,SABE 02-11-76 WAAS,2,11,76,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1505,SABE 03-07-78 WAAS,3,7,78,,,,,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1506,SABE 04-09-78 WAAS,4,9,78,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1507,SABE 04-12-85 WAAS,4,12,85,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,IMPRINTED,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1508,SABE 05-03-84 WAAS,5,3,84,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1509,SABE 06-04-78 WAAS,6,4,78,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1510,SABE 06-06-85 WAAS,6,6,85,PARIS,,Paris,France,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,LE PONT NEUF ET LA SAMARI,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1511,SABE 06-11-76 WAAS,6,11,76,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,French,ASMUS,Samuel Beckett,,Y
1512,SABE 07-01-84 WAAS,7,1,84,PARIS,,Paris,France,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,BUSTER KEATON POSTCARD,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1513,SABE 07-02-78 WAAS,7,2,78,PARIS,,Paris,France,,A,C,S,,,1,2,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1514,SABE 07-07-84 WAAS,7,7,84,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,72 RUE MA FARINE/ 75006 PARIS,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1515,SABE 01-11-66 CODU,1,11,66,Paris,,Paris,France,,A,C,S,,,1,1,E,"02-11-66, Paris","Colin Duckworth Esq, Commonwealth Hall, Cartwright Gardens, London, WC 1",Colin Duckworth,1636 F St. Apt. 2,Davis,USA,"Forwarded to 1636 F St., Apt. 2, Davis, CA USA ","Lilly Library, Indiana University",public,Duckworth MSS,,UoR 4698/18,,Beckett,English,Duckworth,Samuel Beckett,,
1516,SABE 08-01-85 WAAS,8,1,85,,,,,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,LE PETIT BRAS DU PONT NEU,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1517,SABE 08-05-78 WAAS,8,5,78,PARIS,,Paris,France,,A,C,S,,,1,2,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1518,SABE 08-09-81 WAAS,8,9,81,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1519,SABE 10-07-78 WAAS,10,7,78,,,,,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1520,SABE 10-08-84 WAAS,10,8,84,PARIS,,Paris,France,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,PC/CA 1900/ECRIVAIN PUBLI,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1521,SABE 10-10-85 WAAS,10,10,85,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1522,SABE 12-04-78 WAAS,12,4,78,PARIS,,Paris,France,,A,C,S,,,1,2,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1523,SABE 14-03-87 WAAS,14,3,87,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,IMPRINTED,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1524,SABE 14-04-77 WAAS,14,4,77,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1525,SABE 15-07-76 WAAS,15,7,76,"38 BLD. ST. JACQUES, PARIS 14ME",38 Boulevard Saint-Jacques,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1526,SABE 18-10-83 WAAS,18,10,83,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1527,SABE 19-03-79 WAAS,19,3,79,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1528,SABE 19-10-77 WAAS,19,10,77,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1529,SABE 20-04-81 WAAS,20,4,81,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1530,SABE 09-12-75 BARO,9,12,75,Paris,,Paris,France,,A,C,S,,,1,1,,,,Barney Rosset,Grove Press,New York,USA,,"Burns Library, Boston College",public,Samuel Beckett-Barney Rosset Collection,,,,Beckett,English,Grove,Samuel Beckett,,
1531,SABE 20-06-78 WAAS,20,6,78,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1532,SABE 20-11-83 WAAS,20,11,83,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1533,SABE 21-04-79 WAAS,21,4,79,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1534,SABE 21-10-83 WAAS,21,10,83,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1535,SABE 22-06-76 WAAS,22,6,76,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1536,SABE 23-03-87 WAAS,23,3,87,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1537,SABE 23-06-87 WAAS,23,6,87,,,,,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1538,SABE 24-03-84 WAAS,24,3,84,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1539,SABE 24-11-77 WAAS,24,11,77,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1540,SABE 25-04-77 WAAS,25,4,77,TANGIER,,Tangier,Morocco,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,1 BERLIN 12/ GOETHESTR 34/ ALLEMAGNE,,,PC/BASSIN/YACHT C./TANGER,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1541,SABE 25-10-85 WAAS,25,10,85,,,,,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,IMPRINTED,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,Y
1542,SABE 27-06-76 WAAS,27,6,76,PARIS,,Paris,France,,A,PC,S,,,1,1,,28-06-76 P,WALTER ASMUS,WALTER ASMUS,"1 Berlin 12, Kantstr. 106, Allgemagne",,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1543,SABE 28-08-83 WAAS,28,8,83,,,,,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1544,SABE 29-12-77 WAAS,29,12,77,PARIS,,Paris,France,,A,C,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,1 BERLIN 12/ GOETHESTR 34/ ALLEMAGNE,,,IRISH POSTCARD,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1545,SABE 22-01-79 CHKR,22,1,79,PARIS,,Paris,France,,A,C,S,,,1,1,E,23-01-79,CHARLES KRANCE,CHARLES KRANCE,UNIVERSITY OF CHICAGO/CHICAGO/ILLINOIS 60637/USA,,,IMPRINTED,KRANCE,private,,,,,Beckett,English,KRANCE,Samuel Beckett,,
1546,SABE 30-04-78 WAAS,30,4,78,PARIS,,Paris,France,,A,CSI,,imprinted,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
1549,SABE 31-03-84 WAAS,31,3,84,PARIS,,Paris,France,,A,PC,S,,,1,1,,,WALTER ASMUS,WALTER ASMUS,,,,PC/PETITS METIERS/RUE #4,Asmus,private,,,,,Beckett,English,ASMUS,Samuel Beckett,,
